"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]"
23.0,2.0,3389.3781274458975,2627.297382357999,158.1851535153562,2523.0148826605873,14.904000000000002,0.0
24.0,2.0,3862.5389677340845,1838.536747232954,160.4035285675796,1049.3463199962166,14.904000000000002,0.0
25.0,2.0,4149.286686642714,164.37852504706092,136.15863958265524,1287.1998632166058,14.904000000000002,0.0
26.0,2.0,4610.735947094067,1742.6767629741596,111.16468541820602,2496.1993787260376,14.904000000000002,0.0
27.0,2.0,4712.687344743887,1595.615511689248,150.70681339140236,1696.3727043984009,14.904000000000002,0.0
28.0,2.0,5096.133705631513,434.32488384565517,158.1669290922796,1963.0878556365496,14.904000000000002,0.0
29.0,2.0,5113.448010710967,1097.1940816388146,161.46268209908635,2743.614749895905,14.904000000000002,0.0
30.0,3.0,236.55476954754965,1069.6011198146016,159.04974647682877,3518.9303332401414,14.904000000000002,0.0
31.0,3.0,593.8179251483919,456.0860656757871,148.80869677952296,1452.7172199724155,14.904000000000002,0.0
32.0,3.0,1142.0779464360835,526.9885585552124,153.33327019138886,1283.6119397854984,14.904000000000002,0.0
33.0,3.0,3133.864852970186,1904.7908452424554,133.5086348653976,2454.6633583372595,14.904000000000002,0.0
34.0,3.0,3914.8754871247293,1316.985557062251,145.40270510449858,2027.468478613202,14.904000000000002,0.0
35.0,3.0,4324.346360010655,4526.077221749848,127.91761136355308,2886.0519916071667,14.904000000000002,0.0
36.0,4.0,556.6295811568152,1761.2958302083055,153.8988767073717,3909.727458522058,14.904000000000002,0.0
37.0,4.0,681.0998552545101,2897.096389680633,152.19215709542257,2189.783550260003,14.904000000000002,0.0
38.0,4.0,2124.9707384256776,1414.924072339989,164.0063695291097,3131.11587303816,14.904000000000002,0.0
39.0,4.0,2215.7587759050302,20.097407395711677,127.11437073247976,2244.859860097168,14.904000000000002,0.0
40.0,4.0,2814.958583742129,2952.4774796421843,123.95810242703602,1609.869614534926,14.904000000000002,0.0
41.0,4.0,2986.591779992243,3270.9534035421475,153.63659819087076,1637.2709171897864,14.904000000000002,0.0
42.0,4.0,3702.9651495154867,1535.5222184869638,167.1001544189787,2472.1163807124335,14.904000000000002,0.0
43.0,4.0,4367.7427086431535,3219.6205801677315,157.4773590187861,1091.9968202888635,14.904000000000002,0.0
44.0,4.0,4989.152404822901,2217.669068857116,128.29931326029478,2178.90835176155,14.904000000000002,0.0
45.0,4.0,4991.809202373989,2551.118995820612,111.76303368959145,1748.5984091951343,14.904000000000002,0.0
46.0,4.0,5045.284394670278,5086.093176470216,132.7843251409319,3962.1903919607207,14.904000000000002,0.0
47.0,5.0,631.5475075993055,112.68007835710588,159.35272756823218,2462.8930887682286,14.904000000000002,0.0
48.0,5.0,779.7034344710048,3456.2996813049185,161.71950481569462,1640.3868824065446,14.904000000000002,0.0
49.0,5.0,2466.625416123221,1950.9808410179005,148.1797130727191,3988.7863055124108,14.904000000000002,0.0
50.0,5.0,2791.882497238241,5041.430526082098,149.54529992806553,2994.3391065329743,14.904000000000002,0.0
51.0,5.0,4075.9473919501647,4695.5716344325265,150.35570455996464,3596.726249002793,14.904000000000002,0.0
52.0,5.0,4684.006777904111,1675.569091922097,143.5957471623897,2604.733108963819,14.904000000000002,0.0
53.0,6.0,173.28785951816621,942.6322155196638,121.54975207007709,2806.5285014432297,14.904000000000002,0.0
54.0,6.0,182.6887996268688,4361.326716274538,151.92106342143956,1913.3289857327848,14.904000000000002,0.0
55.0,6.0,1252.5140303787284,2087.0578467650816,131.42609641520775,3879.899132476441,14.904000000000002,0.0
56.0,6.0,1806.6380732112566,4295.562517047886,155.2325517815517,2799.911748616548,14.904000000000002,0.0
57.0,6.0,2388.6423457166206,2120.6519800778287,113.9087068058857,1983.7972383894971,14.904000000000002,0.0
58.0,6.0,2867.5182035259973,668.208867835863,142.24083693376085,2572.097669990901,14.904000000000002,0.0
59.0,6.0,3050.7840106290582,1561.6399235066754,169.04661261199524,3853.7450983063322,14.904000000000002,0.0
60.0,6.0,3126.999644447904,1839.651068549822,114.92314188882091,2900.2214532889443,14.904000000000002,0.0
61.0,6.0,4133.815445931477,309.70619804741324,123.5534912518409,1000.8104908940107,14.904000000000002,0.0
62.0,6.0,4302.7814627002235,1648.104732480177,140.0358984481137,1996.4136466310401,14.904000000000002,0.0
63.0,6.0,5026.599303067497,3011.1074214938844,150.2581372912275,2034.7353177316693,14.904000000000002,0.0
64.0,7.0,559.6344402239852,2870.3069889869016,111.2739143778528,3530.8880955986633,14.904000000000002,0.0
65.0,7.0,565.3801380947484,2465.7009272296855,167.3117928560879,1353.4845182844715,14.904000000000002,0.0
66.0,7.0,897.2633936730562,3258.5155209629684,154.95870959282772,2774.0670723943117,14.904000000000002,0.0
67.0,7.0,1093.3218760386312,2399.958474992541,149.8101556397476,2185.2736835420465,14.904000000000002,0.0
68.0,7.0,2373.911823885046,3817.115340451135,154.15725313492703,2985.7762891575285,14.904000000000002,0.0
69.0,7.0,2422.0963903933016,3014.5080655624233,126.4917164555643,3215.9961020950377,14.904000000000002,0.0
70.0,7.0,2959.354026790528,735.2432883005074,165.59091602538786,1178.702171855481,14.904000000000002,0.0
71.0,7.0,3243.3825899508242,3265.695186604891,142.88172965544263,3788.755210967873,14.904000000000002,0.0
72.0,7.0,3426.2217622501153,2237.796616107842,157.8424301016466,3772.360219317295,14.904000000000002,0.0
73.0,7.0,3739.098870381772,98.88553445638559,148.18937135349648,3897.868865945311,14.904000000000002,0.0
74.0,7.0,4517.215590836821,3136.97704754371,114.86858167719397,1429.288833141361,14.904000000000002,0.0
75.0,7.0,4637.721522322191,3859.195986495643,115.14447743010491,3760.190127460156,14.904000000000002,0.0
76.0,7.0,4765.785614700419,719.0199757196776,137.79136831858705,1608.3906797539566,14.904000000000002,0.0
77.0,7.0,5080.204135971044,1668.4873032762684,116.30285900473487,1699.9324437715882,14.904000000000002,0.0
78.0,8.0,1249.4008464863794,4372.295743319045,121.55973063259123,1874.4336903802314,14.904000000000002,0.0
79.0,8.0,1847.9194916924248,5089.850846407502,113.22093546316268,2293.735911267112,14.904000000000002,0.0
80.0,8.0,1922.5753740810505,1503.3290123467195,165.5638246134785,3328.3441907483566,14.904000000000002,0.0
81.0,8.0,2139.624496152783,2680.1367675393494,153.4907938329595,3067.8503157086116,14.904000000000002,0.0
82.0,8.0,2271.2150482317606,3992.4542819881854,134.87786371129107,1163.5245921894762,14.904000000000002,0.0
83.0,8.0,3219.8051561935035,1138.032736265137,155.05315221688608,3419.768641550003,14.904000000000002,0.0
84.0,8.0,3537.2235834049015,1229.7309844755382,161.31428160798777,2310.0120043971947,14.904000000000002,0.0
85.0,8.0,4352.691120611682,3762.6570892445307,133.72511273048988,1146.7176399017198,14.904000000000002,0.0
86.0,8.0,4606.934730842489,1100.1405638307488,142.46934830599318,2744.9314596572763,14.904000000000002,0.0
87.0,8.0,4910.229203287509,1036.5741464078994,168.6690458746071,3252.0552192475316,14.904000000000002,0.0
88.0,9.0,878.6518916704529,4672.261492399765,138.02306512156693,1076.6447809964166,14.904000000000002,0.0
89.0,9.0,1013.070776106295,3184.2935766745927,141.33107566565474,2846.397556894776,14.904000000000002,0.0
90.0,9.0,1007.9416846475489,4352.039217524438,162.4375542791016,2656.9968327423503,14.904000000000002,0.0
91.0,9.0,1928.115604543085,2325.439093135986,146.74262582920537,3068.007085135606,14.904000000000002,0.0
92.0,9.0,2039.8134106519162,3273.147212497707,113.21152756520185,1926.41751548967,14.904000000000002,0.0
93.0,9.0,2515.157419279355,78.16116746342959,128.37011353342533,2699.515958280223,14.904000000000002,0.0
94.0,9.0,3015.6619215234123,2869.8265283071946,157.05590346483143,1649.1722737360603,14.904000000000002,0.0
95.0,9.0,4190.301787902874,4886.289958689966,158.9644327130741,2170.6078974070365,14.904000000000002,0.0
96.0,9.0,4396.93193182976,2315.1798901670068,135.2714676063174,1990.9691225611016,14.904000000000002,0.0
97.0,9.0,4357.558207793432,3030.3183300291093,129.47627994451895,3856.577786653842,14.904000000000002,0.0
98.0,9.0,4636.388736712344,3721.281019882531,154.1840238252381,1621.0319491262328,14.904000000000002,0.0
99.0,9.0,4707.450738811972,1561.5303050308162,135.19312798609144,2468.261936555266,14.904000000000002,0.0
100.0,10.0,646.7426400454467,4959.305780430594,129.97380337496705,2563.0618418795366,14.904000000000002,0.0
101.0,10.0,1303.2113848346896,2904.700418745265,111.1585320824104,1234.085872005041,14.904000000000002,0.0
102.0,10.0,1296.1885942655517,3571.005115114942,156.25972118477512,2605.6260439585203,14.904000000000002,0.0
103.0,10.0,1519.6176990628328,1441.2166858168143,162.08475792346945,1157.506230951215,14.904000000000002,0.0
104.0,10.0,1475.1459324049706,2138.8561178018413,164.7892407086549,1310.9429121759272,14.904000000000002,0.0
105.0,10.0,2460.799919805472,2351.828124684708,143.0120326257864,1094.0403404048475,14.904000000000002,0.0
106.0,10.0,2410.1905844946696,2700.335628137648,138.2004110861468,2761.052949485309,14.904000000000002,0.0
107.0,10.0,3009.3361427052264,2358.2810694578748,166.98748576269824,3262.1023656484545,14.904000000000002,0.0
108.0,10.0,3223.1161777871926,543.6294359728881,138.62233945737313,3913.9769435689636,14.904000000000002,0.0
109.0,10.0,3305.4041675460803,849.9067276711311,145.00054436232202,1662.3046489240328,14.904000000000002,0.0
110.0,10.0,3811.444544249798,2522.873509830458,114.82354447847015,2793.202921265012,14.904000000000002,0.0
111.0,10.0,3854.2027899987625,3919.3505756399136,140.9750484435688,3493.0174023881673,14.904000000000002,0.0
112.0,10.0,3938.300449022251,4808.51093728816,148.2843779344027,1033.0855209386998,14.904000000000002,0.0
113.0,10.0,4723.149105287506,2732.611001867809,136.87078326976817,1156.7466233157302,14.904000000000002,0.0
114.0,11.0,59.74343349441726,500.08542502648504,153.93800643840854,1780.3725684601204,14.904000000000002,0.0
115.0,11.0,312.5623938541714,3773.1680261073557,166.08535449597952,1180.588846434772,14.904000000000002,0.0
116.0,11.0,412.757442328353,1236.2304908870606,141.48131408868758,1193.8123914989083,14.904000000000002,0.0
117.0,11.0,790.5564945023526,1721.5531117683245,153.72288176462763,3314.0315924309907,14.904000000000002,0.0
118.0,11.0,990.1943674270871,1357.041771351485,131.75712094520904,3406.666171956761,14.904000000000002,0.0
119.0,11.0,1572.787948661239,845.9671714403884,119.40803119363545,1742.660617576156,14.904000000000002,0.0
120.0,11.0,1933.729937454556,1533.3087895108574,121.41379895405504,2726.1471219731693,14.904000000000002,0.0
121.0,11.0,2580.3114674369635,978.1549493920013,116.82262661276388,2579.540846090746,14.904000000000002,0.0
122.0,11.0,2601.381801087172,3222.0256673375975,142.38533909032776,3285.026703467745,14.904000000000002,0.0
123.0,11.0,2771.297435569898,3398.172993311,156.1431550636234,1014.6430952087386,14.904000000000002,0.0
124.0,11.0,3210.0723747958127,5.642854738210801,113.24937640295902,3538.9374121754927,14.904000000000002,0.0
125.0,11.0,4222.565657634959,537.6119425470113,141.3199670717632,2147.4373063346166,14.904000000000002,0.0
126.0,11.0,4707.374081325654,1611.9026416751835,141.03890136326098,1335.2753518659827,14.904000000000002,0.0
127.0,12.0,929.3857891152704,1321.4185613569805,128.77805912187227,2234.7543265809977,14.904000000000002,0.0
128.0,12.0,1672.7530932964314,1169.3831081161115,125.08997201044707,2382.6985778387034,14.904000000000002,0.0
129.0,12.0,1687.110758137562,3350.183286442215,137.13405456209398,2409.2288654712074,14.904000000000002,0.0
130.0,12.0,1714.5886625671312,4897.9019062628395,122.32581301738436,3485.051391311753,14.904000000000002,0.0
131.0,12.0,2444.4122539166074,901.5124036879996,133.08283256511913,1540.79926629104,14.904000000000002,0.0
132.0,12.0,2653.665430525856,4710.6629100375485,128.91822763526915,2105.15924323516,14.904000000000002,0.0
133.0,12.0,4571.533376021354,4324.093857509476,141.8091295298589,1962.627646043235,14.904000000000002,0.0
134.0,12.0,4768.661978357572,4021.855639899979,136.512595389083,2673.9510983282803,14.904000000000002,0.0
135.0,12.0,5064.529388068251,2369.735919048444,155.44118452205828,1086.7426681267696,14.904000000000002,0.0
136.0,13.0,1305.357062356553,3448.2345966138328,122.57084999461267,3271.0299337948786,14.904000000000002,0.0
137.0,13.0,2536.931829170278,4042.2685488888246,140.61052206056277,2161.0480888283573,14.904000000000002,0.0
138.0,13.0,4019.9871444192495,2509.3500523444936,119.54844688985301,2388.0113383575654,14.904000000000002,0.0
139.0,13.0,4829.42551108445,1882.2915500996396,160.92270446728259,2987.235616791914,14.904000000000002,0.0
140.0,13.0,4852.018042608401,4415.065545658607,116.59404950484073,3624.320036014546,14.904000000000002,0.0
141.0,13.0,4996.541543558748,35.93579906152725,133.44344147451494,3577.719889034493,14.904000000000002,0.0
142.0,13.0,5108.867892416389,4271.373887495259,137.9162058393804,2110.9945881910253,14.904000000000002,0.0
143.0,14.0,92.33176230971851,4262.811668269931,140.63162652545827,3897.580037329299,14.904000000000002,0.0
144.0,14.0,206.6650735490129,552.1690046728534,116.52194390729348,1983.8488411511612,14.904000000000002,0.0
145.0,14.0,374.15966787055817,4141.934904790311,156.88342871956178,2470.1434231386506,14.904000000000002,0.0
146.0,14.0,405.85622822314315,765.7199205081679,135.42567034366186,1142.878750821337,14.904000000000002,0.0
147.0,14.0,736.8167445065158,3421.8074970603784,126.92914096039257,3169.481362045785,14.904000000000002,0.0
148.0,14.0,1578.128671481095,2673.6107774141055,135.16705509931376,1463.196622263258,14.904000000000002,0.0
149.0,14.0,1757.842706349989,305.1281903083744,132.5455844089783,3593.4650856530247,14.904000000000002,0.0
150.0,14.0,2003.830962292001,2721.9467652921458,128.13975547529992,3183.8141988517127,14.904000000000002,0.0
151.0,14.0,2585.584281427303,374.0135074922223,163.38792584358671,2047.769053024284,14.904000000000002,0.0
152.0,14.0,2879.2547533186685,2483.829961259785,119.10192335596543,2103.076548921175,14.904000000000002,0.0
153.0,14.0,3032.090311639955,3184.804829807207,143.03276218439186,2852.587964810946,14.904000000000002,0.0
154.0,14.0,3297.921469374453,5076.307923687508,166.96154624884772,2152.7962664731804,14.904000000000002,0.0
155.0,14.0,4458.693729203472,3514.1660840000422,143.02260633152707,1102.799519715126,14.904000000000002,0.0
156.0,14.0,4539.99267555935,3042.354429726938,113.07969179858894,3604.127802368251,14.904000000000002,0.0
157.0,14.0,4848.816952992532,2075.1376201148896,163.63895902944196,2202.3324375721595,14.904000000000002,0.0
158.0,15.0,390.48188623840673,1903.9307765084836,119.24896977255389,1467.748956713782,14.904000000000002,0.0
159.0,15.0,836.6890765396907,2496.075745512108,112.76022492955748,1872.6221592929692,14.904000000000002,0.0
160.0,15.0,988.3667496553248,3601.035060049602,119.03848699651363,2623.956702645333,14.904000000000002,0.0
161.0,15.0,2428.679753727698,38.33041829938965,145.5392581107668,1551.7920211477176,14.904000000000002,0.0
162.0,15.0,2731.475415742968,224.40797031044525,157.34069864976888,2254.6175742595133,14.904000000000002,0.0
163.0,15.0,2761.2892597955824,4553.876641457247,140.4419178292141,3174.7245517375027,14.904000000000002,0.0
164.0,15.0,3017.425834212088,2974.692310669559,129.20944880216615,1981.3178973403515,14.904000000000002,0.0
165.0,15.0,3018.6488128628957,3064.2190948796047,137.25022489089025,2339.7950155015624,14.904000000000002,0.0
166.0,15.0,3668.5577873272127,1725.7198984507681,143.49095251109992,3189.3568106632424,14.904000000000002,0.0
167.0,15.0,3757.6848345051444,5049.424089632877,157.38959817406348,2616.3738227964127,14.904000000000002,0.0
168.0,15.0,4068.494896720072,3791.8282466273276,167.13356265450398,3849.2267135953944,14.904000000000002,0.0
169.0,15.0,5104.193450640667,4314.662549873782,143.49149045446967,2099.6700073896773,14.904000000000002,0.0
170.0,16.0,1228.9385731425564,1105.5384922568765,111.49762342900381,3753.6467836991483,14.904000000000002,0.0
171.0,16.0,1798.5170471850552,894.6505628965427,113.0412459473503,3701.0281473202967,14.904000000000002,0.0
172.0,16.0,1838.9804723894147,1852.4968527485407,135.35360287971213,1552.889474689302,14.904000000000002,0.0
173.0,16.0,1780.0323204388092,3253.325437113386,130.5354193667942,3862.4933179192353,14.904000000000002,0.0
174.0,16.0,1866.4932448895606,3979.8651727161186,136.6942810822212,3029.906809334831,14.904000000000002,0.0
175.0,16.0,2295.733431239166,3651.626083592898,131.41262772148735,1716.5425582936882,14.904000000000002,0.0
176.0,16.0,2539.048717171007,95.0431268129278,117.89385833524342,1291.7951515176437,14.904000000000002,0.0
177.0,16.0,2553.0851554129326,4275.656033877836,134.52236194491792,2212.7212269875427,14.904000000000002,0.0
178.0,16.0,2582.1725799743904,2194.441978679693,120.20522567955597,1071.4789792566476,14.904000000000002,0.0
179.0,16.0,2764.411588226907,1344.123535460706,142.38992667320917,3234.9258278726256,14.904000000000002,0.0
180.0,16.0,2851.853918907372,2226.157213154322,146.52021147295497,1134.0483947503963,14.904000000000002,0.0
181.0,16.0,2936.3498989679265,4489.606794086066,160.29118902203547,2582.874561962903,14.904000000000002,0.0
182.0,16.0,3342.4796549729485,3578.434392980249,128.8567504975233,3897.5234049074684,14.904000000000002,0.0
183.0,16.0,3357.9950301701483,4714.629385991388,160.59920232183407,3679.67127739747,14.904000000000002,0.0
184.0,16.0,4872.49801060842,399.81264901123603,149.64788000392667,1088.608188210817,14.904000000000002,0.0
185.0,17.0,135.01299351414048,3248.6218747411276,115.51873113627752,1391.1384090705903,14.904000000000002,0.0
186.0,17.0,183.32908296231778,4677.499361056652,142.5785639938755,2136.232468968009,14.904000000000002,0.0
187.0,17.0,381.09395972586947,2175.3561120269255,129.72417885842515,3260.7500759447494,14.904000000000002,0.0
188.0,17.0,550.2760372435457,687.9993649433623,118.02071397087254,1161.3833425644673,14.904000000000002,0.0
189.0,17.0,716.9517606462475,1071.5308385418489,169.53423920783126,2677.5219789948646,14.904000000000002,0.0
190.0,17.0,859.4367417442855,3316.1102865174603,128.02725140065294,2450.7740168493224,14.904000000000002,0.0
191.0,17.0,1018.9234179731897,2261.360139174216,122.34338386067355,1817.2969361786904,14.904000000000002,0.0
192.0,17.0,1194.045446469074,1827.2470872366562,153.02264490522936,2179.4690312398425,14.904000000000002,0.0
193.0,17.0,1631.4831082370918,2055.4918496045825,135.62140877396232,3512.9434885046135,14.904000000000002,0.0
194.0,17.0,1640.3750153030749,2765.998686533658,166.49359220764623,1426.2892213293583,14.904000000000002,0.0
195.0,17.0,2130.258492749327,3156.395212802677,134.51773482223234,3458.8769440154824,14.904000000000002,0.0
196.0,17.0,2550.77553983741,2342.6989319692148,151.1051597008356,2839.125176537386,14.904000000000002,0.0
197.0,17.0,2671.5937430454546,2903.345273785425,169.14636409932194,2150.0846959417986,14.904000000000002,0.0
198.0,17.0,3610.037170141793,1326.736521419605,120.79580923999035,3877.0937902751984,14.904000000000002,0.0
199.0,17.0,3805.53368770387,1612.737217347672,153.5795287412284,2710.3609680517816,14.904000000000002,0.0
200.0,17.0,3922.5034631763765,2896.262105687922,162.3354471413287,2579.4670763411655,14.904000000000002,0.0
201.0,17.0,4717.8824540371825,2913.7956431509847,129.04011546652163,1504.6629847596535,14.904000000000002,0.0
202.0,18.0,35.82252632196705,1483.907924894729,148.3873088829282,1106.2102402237347,14.904000000000002,0.0
203.0,18.0,565.7428961041348,1159.6741314843941,126.66052609343976,3023.9481348514937,14.904000000000002,0.0
204.0,18.0,1515.1239969257995,383.75635651625515,150.0319026390437,1570.018407076575,14.904000000000002,0.0
205.0,18.0,1568.3826877750557,3595.0148973306304,161.257193115672,3271.7425596900102,14.904000000000002,0.0
206.0,18.0,1715.9769035347288,4789.257584700449,125.22679493056557,2411.7675472695296,14.904000000000002,0.0
207.0,18.0,1822.4734375817993,498.657673792365,144.31679454232423,1935.3739486129634,14.904000000000002,0.0
208.0,18.0,1792.0187274633663,1882.4770414998625,126.79249495857489,1235.303875593478,14.904000000000002,0.0
209.0,18.0,1896.0700472269073,1873.5818917837853,153.23921153229776,3772.3608334691735,14.904000000000002,0.0
210.0,18.0,1984.6624391511791,2221.9615928722583,126.94049436911214,2792.544676060763,14.904000000000002,0.0
211.0,18.0,3086.7555666845187,386.79164012309775,112.85220903983578,3902.750437755953,14.904000000000002,0.0
212.0,18.0,3144.6229495388893,2912.0936341150273,156.93598287613358,1968.6612275593598,14.904000000000002,0.0
213.0,18.0,3905.257558446915,2866.523810764265,111.14289430143594,2958.9608083759654,14.904000000000002,0.0
214.0,18.0,3936.924461962428,2604.1767578973127,145.98169132074725,1869.9798272726462,14.904000000000002,0.0
215.0,18.0,4539.789293284342,2407.531462144465,140.01774939452045,3392.3995494936553,14.904000000000002,0.0
216.0,18.0,4830.519284709472,4142.85613110589,139.6676530543612,1361.8841414792316,14.904000000000002,0.0
217.0,18.0,4836.099654877697,4309.777484961915,129.99247343550496,3478.819996360914,14.904000000000002,0.0
218.0,19.0,779.7985112952989,2026.9611667985362,119.82108834730731,2403.0768572611078,14.904000000000002,0.0
219.0,19.0,737.6060165504783,4334.7213218093,155.8706354781909,2992.382733254294,14.904000000000002,0.0
220.0,19.0,1212.541964337697,3686.70208525797,119.34768746918593,3835.1462174260364,14.904000000000002,0.0
221.0,19.0,1646.2763994490342,3010.089654253668,118.93962116025293,1609.5263865384522,14.904000000000002,0.0
222.0,19.0,2857.5577878910253,686.3602761296279,117.64671484535603,3798.7865796325873,14.904000000000002,0.0
223.0,19.0,3605.348208688279,1595.6213562907485,160.70949407950084,1965.0242729779125,14.904000000000002,0.0
224.0,19.0,3780.3162213522132,1112.4146676477246,157.6499442403317,3604.2087971888823,14.904000000000002,0.0
225.0,19.0,4517.861129903776,2530.4100404093365,122.13083360951528,3886.0928944663933,14.904000000000002,0.0
226.0,19.0,4990.009690989484,3797.4208222029624,132.77852700912723,3045.1571107979134,14.904000000000002,0.0
227.0,20.0,450.67227864964605,381.5205501151611,151.88086649169446,3712.784983266362,14.904000000000002,0.0
228.0,20.0,2001.917868167137,4639.028116980242,116.90848998724118,1708.2015201782747,14.904000000000002,0.0
229.0,20.0,2456.186886111953,3075.6327206836045,165.51399169586597,1962.899103258073,14.904000000000002,0.0
230.0,20.0,2576.377601667164,3107.7179759793016,139.55733965978771,2104.6702519338287,14.904000000000002,0.0
231.0,20.0,2590.042864520558,4159.851116366766,153.86541247795253,2819.2309870423187,14.904000000000002,0.0
232.0,20.0,3987.2314505624217,2887.348639965281,150.6363974999597,2308.5438484103797,14.904000000000002,0.0
233.0,20.0,3938.2308467222833,3293.6028622741514,162.8802724255776,3569.77680090362,14.904000000000002,0.0
234.0,20.0,4044.040887651431,2111.42663949699,127.82052314748597,2704.7872601264353,14.904000000000002,0.0
235.0,20.0,4137.676946544254,1283.9383593121001,167.89693615138233,3888.3637847777827,14.904000000000002,0.0
236.0,20.0,4182.931733662627,4550.115019991814,128.12267525636105,3355.2741933917982,14.904000000000002,0.0
237.0,20.0,4485.836637250763,3641.614509419517,122.3475663629989,1467.1197748371783,14.904000000000002,0.0
238.0,20.0,5015.758677884262,641.4113433563277,168.99734401446972,3358.3362555701033,14.904000000000002,0.0
239.0,21.0,1559.5274937147751,1110.1313363062063,112.22888099566578,3511.62467835631,14.904000000000002,0.0
240.0,21.0,1707.1641729707449,790.2640673367551,116.5865206209466,3530.8774367223446,14.904000000000002,0.0
241.0,21.0,2242.358971095012,2377.153348737817,139.87583032392115,1066.52771352112,14.904000000000002,0.0
242.0,21.0,2528.249591888519,881.6451022675061,155.70681401903678,2673.290745640782,14.904000000000002,0.0
243.0,21.0,3971.589225942825,199.98845462074826,128.01131775715012,1160.6533718194016,14.904000000000002,0.0
244.0,21.0,4120.084054971214,3278.047717825488,125.38014341048796,1780.9223105321923,14.904000000000002,0.0
245.0,21.0,4170.256147963048,4082.5741734656326,131.80784680954937,3618.792885726766,14.904000000000002,0.0
246.0,21.0,4924.929443839182,4090.7096074096403,164.65375196239097,3789.3271727405436,14.904000000000002,0.0
247.0,22.0,143.45104291373002,2639.670852797727,141.55965006111384,3084.353744906215,14.904000000000002,0.0
248.0,22.0,453.0051410130651,1009.7202824668921,143.1437215446801,1197.4309217515515,14.904000000000002,0.0
249.0,22.0,494.76824657559774,4073.2619166475097,150.4389433541181,1271.1362376836007,14.904000000000002,0.0
250.0,22.0,632.7865227176744,3261.26428373593,117.9242091644287,1174.150397687957,14.904000000000002,0.0
251.0,22.0,1192.7610460785925,3893.269852025858,158.98056201618718,1300.983630727586,14.904000000000002,0.0
252.0,22.0,1278.5572716002514,2981.007472055748,119.65914648907898,1047.7051400900584,14.904000000000002,0.0
253.0,22.0,1576.0653416434786,5045.874085760162,163.76676810000754,3548.6108609629277,14.904000000000002,0.0
254.0,22.0,1787.7405123530204,4608.0734718381445,119.89929269004953,3511.815193919425,14.904000000000002,0.0
255.0,22.0,2239.089681423963,603.2843693376857,146.4980639913349,3519.7292599615757,14.904000000000002,0.0
256.0,22.0,2214.3676286907253,2497.567051199437,147.79155048338467,2975.2975987163063,14.904000000000002,0.0
257.0,22.0,2171.7053559190354,3365.04775544284,145.4494238245735,1882.1496983401887,14.904000000000002,0.0
258.0,22.0,2162.8767544933044,4716.348075134528,160.9870733481071,2813.2890933722756,14.904000000000002,0.0
259.0,22.0,2467.048611324744,827.0482251454035,145.85270381609695,3687.6115608439354,14.904000000000002,0.0
260.0,22.0,2826.924988112828,3947.689838617527,129.62881715314356,1114.9507425438794,14.904000000000002,0.0
